Id,LotFrontage,LotArea,Street,LotConfig,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
809,85,13400,Pave,Inside,Norm,Norm,SLvl,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,Av,1024,GasA,TA,Y,SBrkr,1086,0,0,1086,1,0,1,1,TA,6,1,Attchd,1966,RFn,2,484,Y,0,0,0,0,0,0,GdWo,6,2006,WD,Normal,159950
810,90,8100,Pave,Corner,Norm,Norm,2.5Unf,5,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,PConc,TA,TA,No,849,GasA,TA,N,FuseA,1075,1063,0,2138,0,0,2,3,TA,11,0,Detchd,1910,Unf,2,360,N,40,156,0,0,0,0,MnPrv,11,2009,WD,Normal,106000
811,78,10140,Pave,Inside,Norm,Norm,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,1040,GasA,Fa,Y,SBrkr,1309,0,0,1309,1,0,1,1,Gd,5,1,Attchd,1974,RFn,2,484,Y,265,0,0,0,0,648,GdPrv,1,2006,WD,Normal,181000
812,NA,4438,Pave,Inside,Norm,Norm,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Gd,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,1,Gd,4,1,Attchd,2004,Fin,2,420,Y,140,0,0,0,0,0,NA,6,2008,ConLD,Normal,144500
813,66,8712,Grvl,Inside,Norm,Norm,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,Av,540,GasA,TA,N,FuseA,1044,0,0,1044,0,0,1,1,Fa,4,0,Basment,1952,Unf,2,504,N,0,0,0,0,0,0,NA,6,2010,WD,Alloca,55993
814,75,9750,Pave,Inside,Norm,Norm,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,1442,GasA,Gd,Y,SBrkr,1442,0,0,1442,0,0,1,1,TA,7,0,Attchd,1958,RFn,1,301,Y,0,0,275,0,0,0,NA,4,2007,COD,Normal,157900
815,45,8248,Pave,Inside,Norm,Norm,1.5Fin,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,BrkTil,TA,TA,No,686,GasW,Gd,Y,SBrkr,686,564,0,1250,0,1,1,1,Fa,7,0,Detchd,1955,Unf,1,280,P,207,0,96,0,0,0,NA,7,2006,WD,Normal,116000
816,48,12137,Pave,CulDSac,Norm,Norm,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1649,GasA,Ex,Y,SBrkr,1661,0,0,1661,0,0,2,1,Gd,6,0,Attchd,1998,RFn,2,598,Y,0,34,0,0,0,0,NA,5,2010,WD,Normal,224900
817,NA,11425,Pave,Corner,Norm,Norm,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,CBlock,TA,TA,No,1008,GasA,Gd,Y,SBrkr,1008,0,0,1008,0,0,1,1,TA,4,1,Attchd,1954,RFn,1,275,Y,0,0,120,0,0,0,NA,7,2006,WD,Normal,137000
818,NA,13265,Pave,CulDSac,Norm,Norm,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,PConc,Gd,TA,No,1568,GasA,Ex,Y,SBrkr,1689,0,0,1689,1,0,2,1,Gd,7,2,Attchd,2002,RFn,3,857,Y,150,59,0,0,0,0,NA,7,2008,WD,Normal,271000
819,80,8816,Pave,Inside,Norm,Norm,SLvl,6,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,Av,1010,GasA,Gd,Y,SBrkr,1052,0,0,1052,1,0,1,1,TA,6,0,Attchd,1971,Unf,2,440,Y,0,0,0,0,0,0,MnPrv,6,2010,WD,Normal,155000
820,44,6371,Pave,Inside,Norm,Norm,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Mn,1358,GasA,Ex,Y,SBrkr,1358,0,0,1358,1,0,2,1,Gd,6,1,Attchd,2010,RFn,2,484,Y,192,35,0,0,0,0,NA,6,2010,New,Partial,224000
821,72,7226,Pave,CulDSac,Norm,Norm,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,798,GasA,Ex,Y,SBrkr,798,842,0,1640,0,0,2,1,Gd,6,0,Attchd,2003,RFn,2,595,Y,0,45,0,0,0,0,NA,6,2008,WD,Normal,183000
822,60,6000,Pave,Inside,Norm,Norm,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,CBlock,Fa,TA,No,936,GasA,TA,N,SBrkr,936,0,0,936,0,0,1,1,TA,4,0,Detchd,1974,Unf,2,576,Y,0,32,112,0,0,0,NA,2,2009,WD,Normal,93000
823,NA,12394,Pave,Corner,Norm,Norm,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Gd,847,GasA,Ex,Y,SBrkr,847,886,0,1733,0,0,2,1,Gd,7,1,BuiltIn,2003,Fin,2,433,Y,100,48,0,0,0,0,NA,10,2007,WD,Family,225000
824,60,9900,Pave,Inside,Norm,Norm,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,BrkTil,TA,TA,No,778,GasA,TA,Y,SBrkr,944,545,0,1489,0,0,2,1,TA,7,1,Detchd,1940,Unf,1,240,Y,335,0,0,0,0,0,GdWo,7,2009,WD,Normal,139500
825,81,11216,Pave,Inside,Norm,Norm,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,Gd,No,1489,GasA,Ex,Y,SBrkr,1489,0,0,1489,0,0,2,1,Gd,7,1,Attchd,2006,RFn,2,776,Y,0,140,0,0,0,0,NA,6,2006,New,Partial,232600
826,114,14803,Pave,Inside,PosN,PosN,1Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,PConc,Ex,TA,Av,2078,GasA,Ex,Y,SBrkr,2084,0,0,2084,1,0,2,1,Ex,7,1,Attchd,2007,Fin,3,1220,Y,188,45,0,0,0,0,NA,6,2008,New,Partial,385000
827,50,6130,Pave,Inside,Norm,Norm,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,BrkTil,TA,TA,No,784,GasA,Gd,Y,SBrkr,784,0,0,784,1,0,1,1,Gd,5,0,NA,NA,NA,0,0,Y,0,0,116,0,0,0,NA,5,2008,WD,Normal,109500
828,65,8529,Pave,Inside,Norm,Norm,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1454,GasA,Ex,Y,SBrkr,1434,0,0,1434,0,0,2,1,Gd,6,1,Attchd,2001,RFn,2,527,Y,290,39,0,0,0,0,NA,4,2009,WD,Normal,189000
829,NA,28698,Pave,CulDSac,Norm,Norm,2Story,5,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,PConc,TA,Gd,Gd,1013,GasA,TA,Y,SBrkr,1160,966,0,2126,0,1,2,1,TA,7,0,Attchd,1967,Fin,2,538,Y,486,0,0,0,225,0,NA,6,2009,WD,Abnorml,185000
830,24,2544,Pave,Inside,Norm,Norm,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,PConc,Gd,TA,No,600,GasA,Ex,Y,SBrkr,520,623,80,1223,0,0,2,1,Gd,4,0,Detchd,2005,RFn,2,480,Y,0,166,0,0,0,0,NA,7,2006,WD,Normal,147400
831,80,11900,Pave,Corner,Norm,Norm,1Story,6,5,1957,1957,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,1392,GasA,TA,Y,FuseA,1392,0,0,1392,1,0,1,1,TA,6,2,Attchd,1957,RFn,2,458,Y,0,0,0,0,192,0,NA,6,2008,WD,Normal,166000
832,30,3180,Pave,Inside,Norm,Norm,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,PConc,Gd,TA,No,600,GasA,Ex,Y,SBrkr,520,600,80,1200,0,0,2,1,Gd,4,0,Detchd,2005,RFn,2,480,Y,0,166,0,0,0,0,NA,6,2006,WD,Normal,151000
833,44,9548,Pave,CulDSac,Norm,Norm,2Story,7,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,941,GasA,Ex,Y,SBrkr,941,888,0,1829,1,0,2,1,Gd,7,1,Attchd,2003,RFn,2,613,Y,192,39,0,0,0,0,NA,1,2010,WD,Normal,237000
834,100,10004,Pave,Inside,Norm,Norm,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,CBlock,TA,TA,No,1516,GasA,TA,Y,SBrkr,1516,0,0,1516,0,0,1,1,TA,6,0,Attchd,1964,RFn,2,472,Y,0,0,0,0,152,0,NA,2,2009,WD,Normal,167000
835,75,7875,Pave,Inside,Norm,Norm,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,1144,GasA,Gd,Y,SBrkr,1144,0,0,1144,1,0,1,1,TA,6,0,Attchd,1961,Unf,2,456,Y,0,0,0,0,0,0,GdWo,9,2008,WD,Normal,139950
836,60,9600,Pave,Inside,Norm,Norm,1Story,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,CBlock,Gd,TA,No,1067,GasA,TA,Y,SBrkr,1067,0,0,1067,0,0,2,1,Gd,4,0,Attchd,1996,Unf,2,436,Y,290,0,0,0,0,0,NA,2,2010,WD,Normal,128000
837,90,8100,Pave,Inside,Norm,Norm,1Story,5,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,BrkTil,TA,TA,No,1559,GasA,Gd,Y,SBrkr,1559,0,0,1559,1,0,1,1,TA,5,0,Detchd,1948,Unf,2,812,Y,0,116,230,0,0,0,GdWo,6,2007,COD,Normal,153500
838,21,1680,Pave,Inside,Norm,Norm,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,483,GasA,TA,Y,SBrkr,483,504,0,987,1,0,1,1,TA,5,0,Detchd,1973,Unf,1,264,Y,0,0,0,0,0,0,NA,11,2008,WD,Normal,100000
839,75,9525,Pave,Inside,Norm,Norm,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1099,GasA,Ex,Y,SBrkr,1099,0,0,1099,0,0,1,1,Gd,6,0,Attchd,1999,Unf,1,352,Y,278,0,0,0,0,0,NA,6,2008,WD,Normal,144000
840,70,11767,Pave,Inside,Norm,Norm,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,768,GasA,Ex,Y,SBrkr,768,432,0,1200,0,0,1,1,TA,6,0,Detchd,1946,Unf,1,240,Y,0,0,0,0,0,0,NA,5,2008,WD,Normal,130500
841,NA,12155,Pave,Inside,Norm,Norm,2Story,6,8,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,672,GasA,TA,N,SBrkr,810,672,0,1482,0,0,2,1,Fa,7,0,Detchd,1934,Unf,1,400,P,0,0,254,0,0,0,NA,3,2008,WD,Normal,140000
842,60,10440,Pave,Inside,Norm,Norm,2Story,5,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,PConc,TA,TA,No,650,GasA,Gd,Y,SBrkr,958,581,0,1539,0,0,2,1,Gd,8,1,Detchd,1983,Unf,2,686,P,70,78,68,0,0,0,NA,6,2008,WD,Normal,157500
843,82,9020,Pave,Inside,Norm,Norm,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,Gd,1127,GasA,TA,Y,SBrkr,1165,0,0,1165,1,0,1,1,TA,6,0,Attchd,1966,RFn,2,490,Y,0,129,0,0,0,0,GdPrv,5,2008,WD,Normal,174900
844,80,8000,Pave,Corner,Artery,Norm,1Story,5,4,1961,1961,Gable,CompShg,BrkFace,BrkFace,CBlock,TA,TA,No,1800,GasA,Ex,N,SBrkr,1800,0,0,1800,0,0,2,2,TA,10,0,NA,NA,NA,0,0,Y,0,0,0,0,0,0,NA,7,2007,WD,Normal,141000
845,100,12665,Pave,Inside,Artery,Norm,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,Mn,876,GasA,Gd,Y,SBrkr,876,540,0,1416,0,0,1,1,TA,7,1,Detchd,1949,Unf,3,720,Y,418,0,194,0,0,0,NA,6,2008,WD,Normal,153900
846,NA,16647,Pave,CulDSac,RRAe,Norm,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,Gd,1390,GasA,TA,Y,SBrkr,1701,0,0,1701,1,0,2,1,TA,6,2,Basment,1975,Fin,2,611,Y,0,0,0,0,0,0,NA,1,2007,WD,Normal,171000
847,75,9317,Pave,Inside,Norm,Norm,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,No,740,GasA,Ex,Y,SBrkr,1006,769,0,1775,1,0,2,1,Gd,7,1,Attchd,1993,Unf,2,425,Y,234,72,192,0,0,0,NA,7,2009,WD,Normal,213000
848,36,15523,Pave,CulDSac,Norm,Norm,1Story,5,6,1972,1972,Gable,CompShg,HdBoard,Plywood,CBlock,TA,TA,Av,864,GasA,Ex,Y,SBrkr,864,0,0,864,1,0,1,1,TA,5,1,Attchd,1972,Unf,1,338,Y,0,0,0,0,0,0,NA,8,2009,WD,Normal,133500
849,75,45600,Pave,Inside,Norm,Norm,1.5Fin,6,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,907,GasA,TA,Y,SBrkr,1307,1051,0,2358,0,0,3,1,TA,10,1,Detchd,1908,Unf,2,360,Y,486,40,0,0,175,0,NA,9,2008,WD,Normal,240000
850,80,9600,Pave,FR2,Feedr,Norm,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,CBlock,TA,TA,No,528,GasA,Ex,Y,SBrkr,1094,761,0,1855,0,0,2,1,TA,7,1,Attchd,1976,RFn,2,512,Y,113,100,0,0,0,0,NA,8,2007,WD,Normal,187000
851,36,4435,Pave,Inside,Norm,Norm,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,1,Gd,3,0,Attchd,2003,Fin,2,420,Y,140,0,0,0,0,0,NA,11,2007,WD,Normal,131500
852,NA,3196,Pave,Inside,Norm,Norm,1Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Gd,1273,GasA,Ex,Y,SBrkr,1456,0,0,1456,0,0,2,1,Gd,7,1,Attchd,2003,Fin,2,400,Y,143,20,0,0,0,0,NA,5,2006,WD,Normal,215000
853,53,7128,Pave,Inside,Norm,Norm,2.5Unf,7,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,918,GasA,Gd,Y,SBrkr,918,728,0,1646,0,0,2,1,TA,7,2,Detchd,1941,Unf,1,240,Y,0,0,0,0,126,0,MnPrv,8,2007,WD,Normal,164000
854,NA,12095,Pave,Corner,Norm,Norm,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,CBlock,TA,TA,Gd,1127,GasA,TA,Y,SBrkr,1445,0,0,1445,0,0,1,1,TA,7,1,Attchd,1964,RFn,2,645,Y,180,0,0,0,0,0,MnPrv,8,2009,WD,Normal,158000
855,102,17920,Pave,Inside,Norm,Norm,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,CBlock,TA,TA,Mn,1763,GasA,TA,Y,SBrkr,1779,0,0,1779,1,0,1,1,TA,6,1,Attchd,1955,Unf,2,454,Y,0,418,0,0,312,0,NA,7,2006,WD,Abnorml,170000
856,NA,6897,Pave,Corner,Norm,Norm,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,1040,GasA,Ex,Y,SBrkr,1040,0,0,1040,1,0,1,1,TA,6,0,Detchd,1962,Unf,1,260,Y,0,104,0,0,0,0,NA,4,2010,WD,Normal,127000
857,NA,10970,Pave,Inside,Norm,Norm,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,CBlock,Gd,Gd,Gd,940,GasA,TA,Y,SBrkr,1026,0,0,1026,1,0,1,1,TA,5,0,Detchd,1981,Unf,2,576,Y,0,0,34,0,0,0,MnPrv,10,2008,WD,Normal,147000
858,65,8125,Pave,Inside,Norm,Norm,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,No,702,GasA,Gd,Y,SBrkr,702,779,0,1481,0,0,2,1,TA,6,1,Attchd,1994,Fin,2,343,Y,0,36,0,0,0,0,NA,3,2009,WD,Normal,174000
859,80,10400,Pave,Inside,Norm,Norm,1Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,No,1090,GasA,TA,Y,SBrkr,1370,0,0,1370,0,0,2,1,TA,6,1,Attchd,1976,RFn,2,479,Y,0,0,0,0,0,0,MnPrv,6,2009,WD,Family,152000
860,NA,11029,Pave,Corner,PosA,Norm,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,Mn,1054,GasA,TA,Y,SBrkr,1512,1142,0,2654,1,0,2,1,Gd,9,1,Attchd,1968,Unf,2,619,Y,0,65,0,0,222,0,NA,8,2006,WD,Normal,250000
861,55,7642,Pave,Corner,Norm,Norm,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,912,GasA,Gd,Y,SBrkr,912,514,0,1426,0,0,1,1,Gd,7,1,Detchd,1925,Unf,1,216,Y,0,240,0,0,0,0,GdPrv,6,2007,WD,Normal,189950
862,75,11625,Pave,Inside,Norm,Norm,1Story,5,4,1965,1965,Hip,CompShg,Plywood,HdBoard,PConc,TA,TA,Mn,1039,GasA,Ex,Y,SBrkr,1039,0,0,1039,1,0,1,1,TA,6,0,Attchd,1965,Unf,2,504,Y,0,0,0,0,0,0,NA,4,2010,WD,Normal,131500
863,81,9672,Pave,Corner,Norm,Norm,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,PConc,Gd,TA,No,1040,GasA,TA,Y,SBrkr,1097,0,0,1097,0,0,2,1,TA,6,0,Attchd,1986,Unf,2,480,Y,0,0,0,0,0,0,GdPrv,5,2010,WD,Normal,152000
864,70,7931,Pave,Inside,Norm,Norm,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,CBlock,TA,TA,No,1148,GasA,TA,Y,SBrkr,1148,0,0,1148,1,0,1,1,TA,6,0,Attchd,1959,Unf,1,672,Y,0,0,0,0,0,0,GdPrv,7,2009,WD,Normal,132500
865,72,8640,Pave,Inside,Norm,Norm,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,1372,GasA,Ex,Y,SBrkr,1372,0,0,1372,0,0,2,1,Gd,6,0,Attchd,2008,Fin,2,529,Y,0,140,0,0,0,0,NA,5,2008,New,Partial,250580
866,NA,8750,Pave,Inside,Norm,Norm,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,1002,GasA,TA,Y,SBrkr,1002,0,0,1002,1,0,1,1,TA,5,0,Detchd,1973,Unf,2,902,Y,0,0,0,0,0,0,MnPrv,8,2009,WD,Normal,148500
867,67,10656,Pave,Inside,Norm,Norm,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,1638,GasA,Ex,Y,SBrkr,1646,0,0,1646,0,0,2,1,Gd,6,1,Attchd,2007,RFn,3,870,Y,192,80,0,0,0,0,NA,11,2007,New,Partial,248900
868,85,6970,Pave,Corner,Feedr,Norm,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,1040,GasA,TA,Y,SBrkr,1120,0,0,1120,1,0,1,1,Fa,5,0,Attchd,1961,RFn,2,544,Y,168,0,0,0,0,0,NA,5,2007,WD,Normal,129000
869,NA,14762,Pave,Corner,Feedr,Norm,2Story,5,6,1948,1950,Gable,CompShg,Plywood,Plywood,Slab,NA,NA,NA,0,GasA,Gd,Y,SBrkr,1547,720,53,2320,0,0,2,1,TA,7,1,Attchd,1979,Unf,2,672,P,120,144,0,0,0,0,NA,5,2006,WD,Normal,169000
870,80,9938,Pave,Inside,Norm,Norm,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,PConc,Gd,TA,No,1050,GasA,Ex,Y,SBrkr,1062,887,0,1949,1,0,2,1,Gd,8,1,Attchd,1993,Fin,2,574,Y,156,90,0,0,0,0,GdPrv,6,2010,WD,Normal,236000
871,60,6600,Pave,Inside,PosN,Norm,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,894,GasA,Gd,N,SBrkr,894,0,0,894,0,0,1,1,TA,5,0,Detchd,1962,Unf,1,308,Y,0,0,0,0,0,0,NA,8,2009,WD,Normal,109500
872,70,8750,Pave,Inside,Norm,Norm,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,804,GasA,Ex,Y,SBrkr,804,878,0,1682,0,0,2,1,Gd,7,0,Attchd,1998,RFn,2,523,Y,0,77,0,0,0,0,NA,6,2010,WD,Normal,200500
873,74,8892,Pave,Corner,Norm,Norm,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,Stone,TA,TA,Av,105,GasA,Gd,Y,SBrkr,910,0,0,910,0,0,1,1,Gd,5,0,Attchd,1953,Unf,2,414,Y,196,0,150,0,0,0,GdWo,10,2008,WD,Normal,116000
874,60,12144,Pave,Inside,Norm,Norm,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,832,GasA,Gd,Y,SBrkr,1036,0,232,1268,0,0,1,1,TA,6,1,Attchd,1949,Unf,1,288,Y,0,28,0,0,0,0,NA,9,2009,WD,Normal,133000
875,52,5720,Pave,Inside,Artery,Norm,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,676,GasA,Ex,Y,SBrkr,676,455,0,1131,0,0,1,1,TA,5,0,Detchd,1941,Unf,1,200,Y,26,0,0,0,0,0,NA,8,2009,WD,Abnorml,66500
876,75,9000,Pave,Inside,Norm,Norm,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,PConc,Gd,TA,Av,1184,GasA,Ex,Y,SBrkr,1184,1426,0,2610,0,0,2,1,Ex,11,1,BuiltIn,2007,Fin,2,550,Y,208,364,0,0,0,0,NA,8,2007,New,Partial,303477
877,94,25286,Pave,Inside,Norm,Norm,1Story,4,5,1963,1963,Gable,CompShg,HdBoard,Plywood,PConc,TA,TA,Gd,1064,GasA,Gd,Y,SBrkr,1040,0,0,1040,1,0,1,1,TA,5,0,Attchd,1963,Unf,2,648,Y,0,0,0,0,0,0,NA,1,2007,WD,Normal,132250
878,74,8834,Pave,Inside,Norm,Norm,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,1462,GasA,Ex,Y,SBrkr,1462,762,0,2224,1,0,2,1,Ex,10,1,Attchd,2004,Fin,3,738,Y,184,0,0,0,0,0,NA,6,2009,WD,Normal,350000
879,88,11782,Pave,Inside,Norm,Norm,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,Av,1109,GasA,TA,Y,SBrkr,1155,0,0,1155,1,0,1,1,Gd,6,0,Detchd,1987,Unf,2,576,Y,192,0,0,0,0,0,MnPrv,6,2010,WD,Normal,148000
880,NA,7000,Pave,CulDSac,Norm,Norm,1Story,5,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,864,GasA,Ex,Y,SBrkr,864,0,0,864,1,0,1,1,TA,6,0,Attchd,1978,Unf,1,336,Y,0,0,0,0,0,0,GdWo,7,2009,WD,Normal,136500
881,60,7024,Pave,Inside,Norm,Norm,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,Gd,No,1090,GasA,Gd,Y,SBrkr,1090,0,0,1090,1,0,1,1,TA,5,0,Attchd,2005,Fin,2,450,Y,0,49,0,0,0,0,NA,6,2007,WD,Normal,157000
882,44,13758,Pave,CulDSac,Norm,Norm,1.5Fin,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,Mn,1156,GasA,Ex,Y,SBrkr,1187,530,0,1717,0,0,2,1,Gd,7,1,Attchd,1990,RFn,2,400,Y,168,36,0,0,0,0,NA,4,2007,WD,Normal,187500
883,NA,9636,Pave,Corner,Norm,Norm,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,808,GasA,Gd,Y,SBrkr,808,785,0,1593,0,0,2,1,TA,7,1,BuiltIn,1993,RFn,2,389,Y,342,40,0,0,0,0,MnPrv,12,2009,WD,Normal,178000
884,60,6204,Pave,Inside,Norm,Norm,2.5Fin,4,5,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,TA,Fa,No,795,GasA,TA,N,SBrkr,954,795,481,2230,1,0,1,1,TA,10,0,Detchd,1997,Unf,1,440,Y,0,188,0,0,0,0,NA,3,2006,WD,Normal,118500
885,65,7150,Pave,Inside,Norm,Norm,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,892,GasA,TA,Y,SBrkr,892,0,0,892,0,0,1,1,TA,5,0,Attchd,1967,RFn,1,288,Y,0,0,0,0,0,0,GdWo,7,2009,WD,Normal,100000
886,50,5119,Pave,CulDSac,Norm,Norm,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,PConc,Ex,TA,Av,1698,GasA,Ex,Y,SBrkr,1709,0,0,1709,1,0,2,1,Gd,5,1,Attchd,1999,Fin,2,506,Y,97,65,0,0,0,0,NA,1,2008,CWD,Abnorml,328900
887,70,8393,Pave,Corner,Norm,Norm,1Story,5,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,1626,GasA,Ex,Y,SBrkr,1712,0,0,1712,0,0,2,2,TA,8,0,Attchd,2005,Fin,2,588,Y,272,54,0,0,0,0,NA,6,2006,WD,Family,145000
888,59,16466,Pave,Inside,Norm,Norm,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,PConc,TA,TA,No,816,GasA,TA,Y,SBrkr,872,521,0,1393,0,0,1,1,TA,8,0,Attchd,1955,Unf,1,300,Y,121,0,0,0,265,0,NA,4,2008,WD,Normal,135500
889,95,15865,Pave,Inside,Norm,Norm,1Story,8,6,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,PConc,TA,Gd,Gd,2217,GasA,Ex,Y,SBrkr,2217,0,0,2217,1,0,2,1,Gd,8,1,Attchd,1970,Unf,2,621,Y,81,207,0,0,224,0,NA,10,2007,WD,Normal,268000
